Gene.ID	logFC	logCPM	F	PValue	FDR
ENSMUSG00000004626	-1.06480568168881	3.48779637914915	30.7399375482111	2.96055325138893e-08	0.000536096982761508
ENSMUSG00000054836	-0.959580574617604	3.83881522382925	25.8504734851108	3.69830863349692e-07	0.00223229909117874
ENSMUSG00000098973	-0.959580574617604	3.83881522382925	25.8504734851108	3.69830863349692e-07	0.00223229909117874
ENSMUSG00000076431	-0.931943313220466	2.71694466919922	21.2586881225813	4.01971643066265e-06	0.0181972562816098
ENSMUSG00000074736	-0.842851655690587	4.26318246471216	20.3258708802089	6.5413700898065e-06	0.0236902259172432
ENSMUSG00000031431	-0.848795847299621	3.00957835810744	18.6179435325356	1.59921544425468e-05	0.0436538137442048
ENSMUSG00000088359	-0.807630872388297	3.69804004510238	18.2609631273073	1.92859791226882e-05	0.0436538137442048
ENSMUSG00000096832	-0.807630872388297	3.69804004510238	18.2609631273073	1.92859791226882e-05	0.0436538137442048
ENSMUSG00000057541	-0.808495802548451	4.82857636827342	18.0078707425254	2.20266693488922e-05	0.0443176587299711
ENSMUSG00000087029	-0.837152217358029	2.69429654358308	17.1729426095055	3.41649808332621e-05	0.0480955338043021
ENSMUSG00000091563	-0.781182636005024	3.65827831894873	17.0429185281523	3.65852699052976e-05	0.0480955338043021
ENSMUSG00000002900	-0.778590523526574	3.71202095728244	17.0219784399816	3.69908581004146e-05	0.0480955338043021
ENSMUSG00000023927	-0.81502783239499	5.37422119587306	16.8569096334394	4.03504675168511e-05	0.0480955338043021
ENSMUSG00000025977	-0.769617586597446	3.90826194991115	16.8307806887162	4.09097014606989e-05	0.0480955338043021
ENSMUSG00000042104	-0.779707335352671	3.40966717865108	16.5841647543234	4.65873939232682e-05	0.0480955338043021
ENSMUSG00000095205	-0.808898574901116	2.84569399260279	16.5297116009401	4.79442211276323e-05	0.0480955338043021
ENSMUSG00000097180	-0.808898574901116	2.84569399260279	16.5297116009401	4.79442211276323e-05	0.0480955338043021
ENSMUSG00000046111	-0.775081147334318	3.44734756670701	16.451319318702	4.99676336120562e-05	0.0480955338043021
ENSMUSG00000026259	-0.781682134854457	3.29245975594633	16.4325493998532	5.0464719587019e-05	0.0480955338043021
ENSMUSG00000031432	-0.793690395288342	2.72102665666092	15.5628931591084	7.98806773607963e-05	0.072323965282465
ENSMUSG00000087184	-0.801198381729445	2.53257739249017	15.1885345274527	9.73798374626043e-05	0.076950769724163
ENSMUSG00000088279	-0.801198381729445	2.53257739249017	15.1885345274527	9.73798374626043e-05	0.076950769724163
ENSMUSG00000024532	-0.935800823220176	1.52765197030058	15.1815707865344	9.77395462588772e-05	0.076950769724163
ENSMUSG00000045515	-0.852418425498414	1.95170454574494	14.6720039169288	0.000128040180764755	0.0927420637315274
ENSMUSG00000093436	-0.852418425498414	1.95170454574494	14.6720039169288	0.000128040180764755	0.0927420637315274
ENSMUSG00000031230	-0.842405607129705	1.98121742712617	14.4279829581008	0.000145741153357521	0.097743733518444
ENSMUSG00000063442	-0.842405607129705	1.98121742712617	14.4279829581008	0.000145741153357521	0.097743733518444
ENSMUSG00000088246	-0.718296097112493	3.3890569036885	14.075264679718	0.000175775278693814	0.10975650850302
ENSMUSG00000095752	-0.718296097112493	3.3890569036885	14.075264679718	0.000175775278693814	0.10975650850302
ENSMUSG00000053465	-0.775673402266486	2.42402331806519	13.9068036718488	0.000192248126154935	0.116040968947118
ENSMUSG00000051323	-0.712140937926544	4.99425759053344	13.7369079969372	0.00021043785481825	0.122922860485448
ENSMUSG00000062393	-0.71425358494875	3.15971772698662	13.5445330688888	0.000233137869293293	0.131926891786342
ENSMUSG00000021318	-0.705008072092603	3.28142820027309	13.4100893065359	0.000250452519237864	0.133296001094699
ENSMUSG00000046572	-0.728461040372206	2.79864550110788	13.3678805234578	0.000256151463095935	0.133296001094699
ENSMUSG00000026687	-0.722629067877708	5.37831024184066	13.2850645954758	0.000267715794059974	0.133296001094699
ENSMUSG00000097736	-0.681753434145264	3.83268372401293	13.2033950761371	0.000279635503831127	0.133296001094699
ENSMUSG00000035191	-0.890654382125144	1.40957752326909	13.1718578541998	0.000284380308809048	0.133296001094699
ENSMUSG00000051146	-0.675189243755273	4.35858787320689	13.0856995116665	0.000297760857556014	0.133296001094699
ENSMUSG00000090319	-0.675189243755273	4.35858787320689	13.0856995116665	0.000297760857556014	0.133296001094699
ENSMUSG00000029563	-0.708992561783372	5.2639525965941	13.0459595979133	0.00030414471552566	0.133296001094699
ENSMUSG00000096978	-0.707018671092143	3.00853071831702	13.0138053583613	0.000309410879881565	0.133296001094699
ENSMUSG00000042433	-0.688354452135363	3.42680360592933	12.9985392446079	0.000311943229485243	0.133296001094699
ENSMUSG00000055653	-0.679165987751017	3.6562401245871	12.944330308391	0.000321105498669908	0.133296001094699
ENSMUSG00000074737	-0.831508908151231	1.71700751591321	12.9281567652851	0.000323891321414113	0.133296001094699
ENSMUSG00000037169	-0.701305777526381	5.21637452217801	12.8719459588147	0.000333764332194658	0.13430676727513
ENSMUSG00000060424	-0.742044303478532	5.92374989673594	12.7935509631451	0.000348042817200018	0.135834160710054
ENSMUSG00000058488	-0.665702785161261	4.25543580240757	12.7694094948782	0.000352562710038246	0.135834160710054
ENSMUSG00000079386	-0.668997054696667	3.44797672947339	12.308041977979	0.000451284112837758	0.148610047642318
ENSMUSG00000080536	-0.65621565100925	3.8533662014477	12.2661999608971	0.000461514227589383	0.148610047642318
ENSMUSG00000095288	-0.65621565100925	3.8533662014477	12.2661999608971	0.000461514227589383	0.148610047642318
ENSMUSG00000097505	-0.65621565100925	3.8533662014477	12.2661999608971	0.000461514227589383	0.148610047642318
ENSMUSG00000025041	-0.652509844881604	4.31597941936771	12.2521831856521	0.000464993317785368	0.148610047642318
ENSMUSG00000085958	-0.651691829790691	4.03137194748438	12.2129755240735	0.000474866234294468	0.148610047642318
ENSMUSG00000031170	-0.65667493187971	4.66917201435935	12.1746495835882	0.000484721606871459	0.148610047642318
ENSMUSG00000102600	-0.805710442984963	1.71595863419608	12.1452839447037	0.000492412351366196	0.148610047642318
ENSMUSG00000102744	-0.805710442984963	1.71595863419608	12.1452839447037	0.000492412351366196	0.148610047642318
ENSMUSG00000103216	-0.805710442984963	1.71595863419608	12.1452839447037	0.000492412351366196	0.148610047642318
ENSMUSG00000103358	-0.805710442984963	1.71595863419608	12.1452839447037	0.000492412351366196	0.148610047642318
ENSMUSG00000103378	-0.805710442984963	1.71595863419608	12.1452839447037	0.000492412351366196	0.148610047642318
ENSMUSG00000103753	-0.805710442984963	1.71595863419608	12.1452839447037	0.000492412351366196	0.148610047642318
ENSMUSG00000089219	-0.694723698428676	2.75225395871234	12.0650600095496	0.000514056484802648	0.152598931586989
ENSMUSG00000085355	-0.658401136673147	4.84802837912168	11.9793674301076	0.000538238307662862	0.157200310889663
ENSMUSG00000040843	-0.644135174396399	4.01664917300688	11.9237139579713	0.000554555284819931	0.159395033293957
ENSMUSG00000072944	-0.69407156127644	5.73766221598641	11.5543337243831	0.000676279331746307	0.186920766726542
ENSMUSG00000080669	-0.634544198129912	4.47320824557008	11.5222875843153	0.00068803565077167	0.186920766726542
ENSMUSG00000058013	-0.634847058966719	3.90435759724223	11.5177186925037	0.00068972850956179	0.186920766726542
ENSMUSG00000080797	-0.633634736116854	4.42571230346726	11.5126513751381	0.000691610965908897	0.186920766726542
ENSMUSG00000061689	-0.65589334516973	3.14339064138623	11.4411964413928	0.000718715149902487	0.189663415421683
ENSMUSG00000097766	-0.666555892906121	2.92249815322478	11.4309036797931	0.000722706851341734	0.189663415421683
ENSMUSG00000031298	-0.638772554874895	3.48088139560134	11.2819692516909	0.000783038245515398	0.200983887660233
ENSMUSG00000030600	-0.643938426862463	3.32621749865388	11.2701434053467	0.000788041529924706	0.200983887660233
ENSMUSG00000097806	-0.695960214758472	2.2963371954787	10.8917146595914	0.000966420003635672	0.243054630914372
ENSMUSG00000031171	-0.657718621312542	5.47376444190463	10.8500165561559	0.000988422318707441	0.245182895166498
ENSMUSG00000069236	-0.63878174264743	3.09223847506061	10.7860855559412	0.00102314401776407	0.25036610640097
ENSMUSG00000022306	-0.724226472982395	1.97997764668774	10.7317131763736	0.00105364368613091	0.254391731579447
ENSMUSG00000089111	-0.999360186215769	0.451618122533933	10.5928390447719	0.00113578571769529	0.26934491413933
ENSMUSG00000088171	-0.605062821962339	4.1119741178358	10.5773730732111	0.00114532573385953	0.26934491413933
ENSMUSG00000066902	-1.04508274258296	0.28416940915897	10.53042892604	0.00117478218772326	0.272730203272984
ENSMUSG00000034336	-0.647283429169841	2.74596785372306	10.4831224933771	0.00120524170141982	0.272806459116377
ENSMUSG00000094400	-0.647283429169841	2.74596785372306	10.4831224933771	0.00120524170141982	0.272806459116377
ENSMUSG00000079396	-0.670696028805274	2.39647433137988	10.3739448868457	0.00127862558190666	0.277134904657173
ENSMUSG00000050379	-0.616379804593825	3.33561626854977	10.3522160238011	0.00129376186744677	0.277134904657173
ENSMUSG00000091418	-0.663979408755217	2.46051696689735	10.329299857651	0.00130992179692739	0.277134904657173
ENSMUSG00000040836	-0.643089085526625	2.70871467726908	10.2662060599181	0.00135547778194512	0.277134904657173
ENSMUSG00000049600	-0.601862217219302	3.74950102257231	10.2646069614239	0.0013566529992831	0.277134904657173
ENSMUSG00000030309	-0.659596177914287	5.84531671313968	10.2637759043366	0.00135726417113521	0.277134904657173
ENSMUSG00000090512	-0.596205758642003	4.06837834046582	10.2529946827541	0.0013652181529273	0.277134904657173
